structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0.054	0.054	-108.954	0.994	0.333	91.337	C10H15NO4S	[M + H3N + H]+	C10H19N2O4S+	USGBGVDLPUSJQF	InChI=1S/C10H15NO4S/c1-8(9(12)13)6-16(14,15)7-10(2-3-10)4-5-11/h8H,2-4,6-7H2,1H3,(H,12,13)	3-[[1-(Cyanomethyl)cyclopropyl]methylsulfonyl]-2-methylpropanoic acid	CC(CS(=O)(=O)CC1(CC1)CC#N)C(=O)O	0.000	65495862	PUBCHEM:(65495862)	2	263.106	16	0.266	713686930184694954	713686808323381800	15	
1	1	0.379	0.457	-149.144	1.000	0.333	20.606	C8H16N2O4	[M - H2O + H]+	C8H15N2O3+	DEGCDQUOHKYOQM	InChI=1S/C8H16N2O4/c1-5(7(11)12)10-4-2-3-6(9)8(13)14/h5-6,10H,2-4,9H2,1H3,(H,11,12)(H,13,14)	2-amino-5-[(1-carboxyethyl)amino]pentanoic acid	CC(C(=O)O)NCCCC(C(=O)O)N	-5.400	22057595;21130406;123602658;128597;46931114	COCONUT:(CNP0400195);MiMeDB:(MMDBc0056187);CHEBI:(57889 16770);KEGG:(C04210);MESH:(128597);PUBCHEM:(22057595 21130406 123602658 128597 46931114);DSSTox:(DTXSID30909032);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138548347238	187.107	16	0.268	713686920646846335	713686808453405228	17	
1	1	0.746	0.807	-160.468	0.800	0.333	59.903	C11H20N2O3	[M + H3N + H]+	C11H24N3O3+	OCYROESYHWUPBP	InChI=1S/C11H20N2O3/c1-3-7(2)9(11(15)16)13-10(14)8-5-4-6-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	3-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid	CCC(C)C(C(=O)O)NC(=O)C1CCCN1	0.827	103869473;16397737;7079600;7079601;92174300;133126585;104901042;61159030;61173136;61174501;104014;3764656	COCONUT:(CNP0218391);HMDB:(HMDB0304810);METACYC:(CPD-20356);CHEBI:(74790);SUPERNATURAL:(SN0262042);MESH:(104014 7079601);FooDB:(FDB098399);PUBCHEM:(103869473 16397737 7079600 7079601 92174300 133126585 104901042 61159030 61173136 61174501 104014 3764656);DSSTox:(DTXSID20874265 DTXSID50966248);GNPS:(CCMSLIB00003135124 CCMSLIB00003136156);PUBMED:(null)	137978976366	246.181	16	0.268	713686920135141158	713686808520514096	16	
1	2	0.868	0.868	-141.938	0.012	0.333	50.239	C10H16N2O5	[M + H]+	C10H17N2O5+	QLROSWPKSBORFJ	InChI=1S/C10H16N2O5/c13-8(14)4-3-7(10(16)17)12-9(15)6-2-1-5-11-6/h6-7,11H,1-5H2,(H,12,15)(H,13,14)(H,16,17)	2-[(pyrrolidin-2-yl)formamido]pentanedioic acid	C1CC(NC1)C(=O)NC(CCC(=O)O)C(=O)O	-0.700	7048509;104901033;61159815;61160308;1629513;1629514;194260;3563697;44369016	COCONUT:(CNP0371576);HMDB:(HMDB0029016);CHEBI:(74762);SUPERNATURAL:(SN0308869);MESH:(194260);FooDB:(FDB112031);PUBCHEM:(7048509 104901033 61159815 61160308 1629513 1629514 194260 3563697 44369016);DSSTox:(DTXSID70987011);LOTUS:(Q27144887);PUBMED:(null)	138247405678	245.113	16	0.270	713686924061010252	713686808788949564	18	
1	2	0.789	0.789	-19.460	0.017	0.333	50.905	C6H6N2O2	[M + H]+	C6H7N2O2+	LOIYMIARKYCTBW	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	Urocanic Acid	C1=C(NC=N1)C=CC(=O)O	0.000	5460052;5460648;5461073;736715;1549103;1178;133698976;71310808	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000301 HMDB0062562);MiMeDB:(MMDBc0000697 MMDBc0000830 MMDBc0010880);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(1178 5460052 736715 1549103);SUPERNATURAL:(SN0211016);MESH:(736715);FooDB:(FDB000921 FDB007506 FDB012465);PUBCHEM:(5460052 5460648 5461073 736715 1549103 1178 133698976 71310808);COCONUT:(CNP0254048);NORMAN:(NS00014985);METACYC:(ALPHA-N-ACETYLNEURAMINYL-ETCETERA-GALACT UROCANATE);CHEBI:(27248 30819 17771 27247 30817 30818);KEGG:(C00785);DSSTox:(DTXSID5041148 DTXSID50859181 DTXSID901316398);LOTUS:(Q30536 Q60998685);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	139443046766	139.050	16	0.272	713686920353244997	713686808851864128	19	
1	1	0.119	0.119	-139.183	0.999	0.333	96.098	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	DSKCOVBHIFAJRI	InChI=1S/C9H15NO4/c1-8(2,3)14-7(13)10-9(4-5-9)6(11)12/h4-5H2,1-3H3,(H,10,13)(H,11,12)	1-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylic acid	CC(C)(C)OC(=O)NC1(CC1)C(=O)O	0.900	163530289;25272409;688396	COCONUT:(CNP0122009);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(163530289 25272409 688396);DSSTox:(DTXSID80350893);PUBMED:(null)	137508159554	219.134	16	0.274	713686920768481188	713686808910584388	21	
1	1	0.086	0.314	-220.425	1.000	0.333	102.592	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	KKOORKMAXSGAOU	InChI=1S/C12H22N2O3/c1-3-8(2)10(11(15)16)14-12(17)13-9-6-4-5-7-9/h8-10H,3-7H2,1-2H3,(H,15,16)(H2,13,14,17)	2-[(cyclopentylcarbamoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)NC1CCCC1	2.000	4310248;6956723;16405241;40607625;945847	COCONUT:(CNP0215192);SUPERNATURAL:(SN0188134);PUBCHEM:(4310248 6956723 16405241 40607625 945847)	3145730	260.197	17	0.278	713686920269358907	713686809229351512	20	
1	1	0.285	0.334	-73.676	0.986	0.248	20.637	C10H11N4O7P	[M + H3N + H]+	C10H15N5O7P+	DMJWGQPYNRPLGA	InChI=1S/C10H11N4O7P/c15-6-7-4(1-19-22(17,18)21-7)20-10(6)14-3-13-5-8(14)11-2-12-9(5)16/h2-4,6-7,10,15H,1H2,(H,17,18)(H,11,12,16)	Cyclic Imp	C1C2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)OP(=O)(O1)O	-2.800	136892577;136892578;136892579;135398663;135445742;137045446;137155520;137155521;135854803	PUBCHEMANNOTATIONBIO;MiMeDB:(MMDBc0032986);BloodExposome:(135398663);SUPERNATURAL:(SN0069620);MESH:(135398663 137045446);PUBCHEM:(136892577 136892578 136892579 135398663 135445742 137045446 137155520 137155521 135854803);COCONUT:(CNP0164096);NORMAN:(NS00049709);METACYC:(CPD-19758);CHEBI:(134197 27541);KEGG:(C00943);DSSTox:(DTXSID00956856 DTXSID80585183);LOTUS:(Q27103185);YMDB:(YMDB00453);PUBCHEMANNOTATIONDRUG;PUBMED	138839132518	348.070	17	0.287	713686940322329118	713686809019636300	27	
1	1	0.481	0.481	-217.371	0.800	0.333	60.586	C12H17N3O3	[M + H3N + H]+	C12H21N4O3+	WRXLUGBGVTWNDT	InChI=1S/C12H17N3O3/c16-11(8-3-1-2-4-8)15-10(12(17)18)5-9-6-13-7-14-9/h6-8,10H,1-5H2,(H,13,14)(H,15,16)(H,17,18)	(2R)-2-(cyclopentanecarbonylamino)-3-(1H-imidazol-5-yl)propanoic acid	C1CCC(C1)C(=O)NC(CC2=CN=CN2)C(=O)O	0.800	30053183;30053189;16777932	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(30053183 30053189 16777932)	16777218	269.161	17	0.290	713686921712199796	713686809132882516	22	
1	2	0.903	0.903	-80.362	0.200	0.333	72.906	C10H18N2O5	[M + H]+	C10H19N2O5+	UPJONISHZRADBH	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	2-(2-amino-3-methylbutanamido)pentanedioic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	-0.907	5058636;7009622;7009623;40520340;40520338;40520342;61159819;61160307;79013162	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0347264);HMDB:(HMDB0029126);METACYC:(CPD-20364);CHEBI:(75011);SUPERNATURAL:(SN0376571);FooDB:(FDB112128);PUBCHEM:(5058636 7009622 7009623 40520340 40520338 40520342 61159819 61160307 79013162);DSSTox:(DTXSID30654479);LOTUS:(Q27145070)	138264184874	247.129	18	0.296	713686939605103052	713686809309043292	31	
1	1	0.029	0.029	-133.441	0.639	0.001	60.961	C8H9N7O3	[M + H3N + H]+	C8H13N8O3+	AJNWGYAAZUXANU	InChI=1S/C8H9N7O3/c1-3(5-4(2)12-17-13-5)10-11-8(16)6-7(9)15-18-14-6/h1-2H3,(H2,9,15)(H,11,16)	Furazan-3-carbohydrazide, 4-amino-N2-[1-(4-methylfurazan-3-yl)ethylideno]-	CC1=NON=C1C(=NNC(=O)C2=NON=C2N)C	0.000	9601614;5364341;543031	PUBCHEM:(9601614 5364341 543031)	2	269.111	19	0.309	713686942314623890	713686809632004732	29	
1	1	0.125	0.125	-236.820	0.800	0.333	111.851	C11H20N4O3	[M + H3N + H]+	C11H24N5O3+	POVPXNQOSXQZEB	InChI=1S/C11H20N4O3/c1-6(2)7(8(12)16)14-10(17)11(4-3-5-11)9(13)15-18/h6-7,18H,3-5H2,1-2H3,(H2,12,16)(H2,13,15)(H,14,17)	N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(N'-hydroxycarbamimidoyl)cyclobutane-1-carboxamide	CC(C)C(C(=O)N)NC(=O)C1(CCC1)C(=NO)N	0.000	106346876	PUBCHEM:(106346876)	2	274.187	19	0.312	713686925025700355	713686809405512292	23	
1	1	0.136	0.136	-282.777	1.000	1.000	60.047	C12H21N5O5	[M + Na]+	C12H21N5NaO5+	KLQXKYZBJWERSF	InChI=1S/C12H21N5O5/c1-6(18)16-8(3-5-10(14)20)12(22)17-7(11(15)21)2-4-9(13)19/h7-8H,2-5H2,1H3,(H2,13,19)(H2,14,20)(H2,15,21)(H,16,18)(H,17,22)	N-Acetylglutaminylglutamine amide	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N	-3.033	22673233;129914	PUBCHEMANNOTATIONBIO:(null);METACYC:(CPD-14436);CHEBI:(177714);MESH:(129914);PUBCHEM:(22673233 129914);DSSTox:(DTXSID60924399);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137489287270	338.143	19	0.312	713686938770436428	713686809451649640	34	
1	4	0.012	0.012	-425.645	0.034	0.015	3.501	C12H20N2O5S2	[M + H3N + H]+	C12H24N3O5S2+	NEEBNBLVYKFVTK	InChI=1S/C12H20N2O5S2/c1-7(5-20-21-6-8(13)11(16)17)10(15)14-4-2-3-9(14)12(18)19/h7-9H,2-6,13H2,1H3,(H,16,17)(H,18,19)	1-[3-[(2-Amino-2-carboxyethyl)disulfanyl]-2-methylpropanoyl]pyrrolidine-2-carboxylic acid	CC(CSSCC(C(=O)O)N)C(=O)N1CCCC1C(=O)O	-0.214	10359654;122630870;13456554;44146831	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0060562);BloodExposome:(44146831);CHEBI:(169102 143339);MESH:(44146831);PUBCHEM:(10359654 122630870 13456554 44146831);DSSTox:(DTXSID50226415);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137493479534	354.117	19	0.313	713686949562382199	713686809493592684	35	
1	2	0.373	0.373	-141.228	0.135	0.333	66.238	C12H21N5O5	[M + H]+	C12H22N5O5+	KLQXKYZBJWERSF	InChI=1S/C12H21N5O5/c1-6(18)16-8(3-5-10(14)20)12(22)17-7(11(15)21)2-4-9(13)19/h7-8H,2-5H2,1H3,(H2,13,19)(H2,14,20)(H2,15,21)(H,16,18)(H,17,22)	N-Acetylglutaminylglutamine amide	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N	-3.033	22673233;129914	PUBCHEMANNOTATIONBIO:(null);METACYC:(CPD-14436);CHEBI:(177714);MESH:(129914);PUBCHEM:(22673233 129914);DSSTox:(DTXSID60924399);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137489287270	316.161	19	0.313	713686923226343672	713686809527147120	36	
1	1	0.196	0.196	-148.513	0.997	0.333	30.198	C9H16N2O2	[M + H3N + H]+	C9H20N3O2+	DMXGDHINDUZNDJ	InChI=1S/C9H16N2O2/c1-3-9(4-2)7(12)10-5-6-11-8(9)13/h3-6H2,1-2H3,(H,10,12)(H,11,13)	1H-1,4-Diazepine-5,7(2H,6H)-dione, dihydro-6,6-diethyl-	CCC1(C(=O)NCCNC1=O)CC	0.400	281607	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(281607);DSSTox:(DTXSID60210461)	137506062338	202.155	19	0.314	713686938250342682	713686809560701556	37	
1	1	0.069	0.069	-172.344	0.957	0.333	58.039	C14H25N5O5	[M + H3N + H]+	C14H29N6O5+	GBHPCRFJVJKPFF	InChI=1S/C14H25N5O5/c1-6(11(15)21)17-13(23)8(3)19-14(24)9(4)18-12(22)7(2)16-10(5)20/h6-9H,1-5H3,(H2,15,21)(H,16,20)(H,17,23)(H,18,22)(H,19,24)	Ac-Ala-Ala-Ala-Ala-NH2	CC(C(=O)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C	-1.802	101181917	PUBCHEM:(101181917)	2	361.220	19	0.317	713686925147335187	713686809598450296	33	
1	2	0.884	0.884	-95.646	0.199	0.333	147.672	C11H21N5O5	[M - H2O + H]+	C11H20N5O4+	MPZWMIIOPAPAKE	InChI=1S/C11H21N5O5/c12-6(3-4-8(17)18)9(19)16-7(10(20)21)2-1-5-15-11(13)14/h6-7H,1-5,12H2,(H,16,19)(H,17,18)(H,20,21)(H4,13,14,15)	Glutamylarginine	C(CC(C(=O)O)NC(=O)C(CCC(=O)O)N)CN=C(N)N	-5.000	9796450;22806783;20384770	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0028813);CHEBI:(157844);SUPERNATURAL:(SN0232265);FooDB:(FDB111858);PUBCHEM:(9796450 22806783 20384770);DSSTox:(DTXSID701313893)	137993650218	286.151	19	0.319	713686942717277142	713686809669753472	38	
1	1	0.025	0.025	-232.771	1.000	0.333	86.212	C10H17NO4S	[M + H3N + H]+	C10H21N2O4S+	DAAGZSFEANVEJR	InChI=1S/C10H17NO4S/c1-5-7-16(13,14)8-6-11-9(12)15-10(2,3)4/h1H,6-8H2,2-4H3,(H,11,12)	tert-butyl N-[2-(prop-2-yne-1-sulfonyl)ethyl]carbamate	CC(C)(C)OC(=O)NCCS(=O)(=O)CC#C	0.400	71758683	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(71758683);DSSTox:(DTXSID201143374)	137506062338	265.122	19	0.319	713686942088131424	713686809703307908	39	
1	1	0.253	0.253	-178.329	0.793	0.333	24.223	C16H32N6O5	[M - H2O + H]+	C16H31N6O4+	RYQSYXFGFOTJDJ	InChI=1S/C16H32N6O5/c1-8(2)7-11(15(26)27)21-14(25)12(9(3)23)22-13(24)10(17)5-4-6-20-16(18)19/h8-12,23H,4-7,17H2,1-3H3,(H,21,25)(H,22,24)(H,26,27)(H4,18,19,20)	H-DL-Arg-DL-xiThr-DL-Leu-OH	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)N	-1.518	145453954;18218904	CHEBI:(159338);PUBCHEM:(145453954 18218904)	34	371.240	20	0.325	713686941589009172	713686809745250952	42	
1	2	0.015	0.015	-105.084	0.061	0.333	57.246	C8H12N2O2	[M + H3N + H]+	C8H16N3O2+	VTHRQKSLPFJQHN	InChI=1S/C8H12N2O2/c9-3-1-5-11-7-8-12-6-2-4-10/h1-2,5-8H2	1,2-Bis(2-cyanoethoxy)ethane	C(COCCOCCC#N)C#N	-0.700	76921	NORMAN:(NS00022068);PUBCHEM:(76921);DSSTox:(DTXSID0044656)	137439215618	186.124	20	0.326	713686927806524311	713686809787193996	41	
1	2	0.029	0.029	-518.981	0.200	0.333	76.426	C12H27N5O4	[M - H2O + H]+	C12H26N5O3+	VBFFWDLIKBQABV	InChI=1S/C12H27N5O4/c1-17(8-12(20)21)16-11(19)6-9(14)5-10(18)7-15-4-2-3-13/h9-10,15,18H,2-8,13-14H2,1H3,(H,16,19)(H,20,21)	2-[[[(3~{R},5~{R})-3-azanyl-6-(3-azanylpropylamino)-5-oxidanyl-hexanoyl]amino]-methyl-amino]ethanoic acid	CN(CC(=O)O)NC(=O)CC(CC(CNCCCN)O)N	-5.100	122191421;122191628	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(122191421 122191628);PUBMED:(null)	16777282	288.203	20	0.331	713686933632413335	713686809858497172	45	
